vessel_name,owner,owner_address,vessel_type,flag,owner_location,home_port
SEI SHIN,"GREEN WORLD Co., Ltd.","6th Floor Green World bldg,, 10, Jungang-daero 236beon-gil, Dong-gu, Busan, Republic of Korea",Fish carrier,KOR,"('Busan', None)","('Jeju', None)"
TUNAGO NO51,"TUNAGO FISHERY CO., LTD","INTERNATIONAL BUILDING, No.5 WHARF ROAD, PORT VILA, REPUBLIC OF VANUATU",Tuna longliner,VUT,"('PORT VILA', None)","('Port Vila', 'VUT')"
TUNAGO NO62,"TUNAGO FISHERY CO., LTD","INTERNATIONAL BUILDING , NO.5 WHARF ROAD,PORT VILA.REPUBLIC OF VANUATU",Tuna longliner,VUT,"('NO.5 WHARF ROAD', None)","('Port Vila', 'VUT')"
TAINA,TUSA FISHING COMPANY LTD,"ALAPI, FUNAFUTI, TUVALU",Tuna purse seiner,TUV,"('FUNAFUTI', 'TUV')","('Funafuti', 'TUV')"
TRITON REEFER,WEI CHENG SHIPPING LIMITED,"PISO 2, NO. 69, CALLE ESTE HUANCHENG, DINGHAI, ZHOUSHAN,ZHEJIANG, REPUBLICA POPULAR DE CHINA",Fish carrier,PAN,"('ZHEJIANG', None)","('Panama', 'PAN')"
MARCEL JAYA 29,"Era Mas Mandiri, PT.","Pelabuhan Nizam Zachman Jl. Tuna IV Pabrik Es Lantai 3 No 3A, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kec. Penjaringan', None)","('Benoa, Bali', 'IDN')"
VEERA,BLUECATCH CORPORATION,"PUROK ESLOME, MAASIM, SARANGANI PROVINCE",Tuna purse seiner,PHL,"('MAASIM', None)","('General Santos', 'PHL')"
MAULANA - 16,"Hasil Samudera Mandiri, PT.","Perum Perikanan Indonesia No. 51, Jl. Muara Baru Ujung, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kec. Penjaringan', None)","('Cirebon (Tjeribon)', 'IDN')"
HASIL ABADI 78,"Lumba Samudera Bahari, PT.","Gudang Perumahan Perikanan Indonesia, Jalan Muara Baru No. 51, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kec. Penjaringan', None)","('Bagansiapiapi', 'IDN')"
MERPATI VII,"Tri Anugerah Pasifik, PT.","Taman Surya 5, Blok MM I No. 88, Kel. Pegadungan, Kec. Kali Deres, Kota Jakarta Barat",Purse seiner,IDN,"('Kec. Kali Deres', None)","('Cirebon (Tjeribon)', 'IDN')"
ERA MAS 2,"Era Mas Mandiri, PT.","Pelabuhan Nizam Zachman Jl. Tuna IV Pabrik Es Lantai 3 No 3A, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kec. Penjaringan', None)","('Cirebon (Tjeribon)', 'IDN')"
SUMBER SAMUDRA JAYA 08,Kun Hwa,"Teluk Gong Jl. Boncel I/17, RT.007/RW.012, Kel. Pejagalan, Kel. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kel. Penjaringan', None)","('Semarang', 'IDN')"
PELITA ANUGRAH II,"Tri Anugerah Pasifik, PT.","Taman Surya 5, Blok MM I No. 88, Kel. Pegadungan, Kec. Kali Deres, Kota Jakarta Barat",Purse seiner,IDN,"('Kec. Kali Deres', None)","('Semarang', 'IDN')"
CAHAYA SETIA,Handayani Sulystio,"Jl. Gedong Panjang I A-4 No. 3, RT.003/RW.012, Kel. Pekojan, Kec. Tambora, Kota Jakarta Barat, Prov. DKI Jakarta",Purse seiner,IDN,"('Kota Jakarta Barat', None)","('Semarang', 'IDN')"
ALAM JAYA MAKMUR 5,"Sumber Samudra Sentosa, PT.","Tuna IV Pabrik Es Lantai 3, Pelabuhan Nizam Zachman",Purse seiner,IDN,"('Tuna IV Pabrik Es Lantai 3', None)","('Cirebon (Tjeribon)', 'IDN')"
PINGTAIRONG318,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",Tuna longliner,CHN,"('PUTUO DISTRICT', None)","('Zhoushan', 'CHN')"
LB VIVA-17,"SAN LORENZO RUIZ FISHING INDUSTRY, INC.","Calumpang Ave., Calumpang, General Santos City",Unknown abbreviation,PHL,"('Calumpang', None)","('General Santos', 'PHL')"
LB VIVA-15,"SAN LORENZO RUIZ FISHING INDUSTRY, INC.","Calumpang Ave., Calumpang, General Santos City",Unknown abbreviation,PHL,"('Calumpang', None)","('General Santos', 'PHL')"
SALORRU II,"SAN LORENZO RUIZ FISHING INDUSTRY, INC.","Calumpang Ave., Calumpang, General Santos City",Purse seiner,PHL,"('Calumpang', None)","('General Santos', 'PHL')"
ALAM SAMUDRA 38,Djasman,"Taman Mahkota Blok B.2/16, RT.003/RW.009, Kel. Benda, Kec. Benda, Kota Tangerang",Purse seiner,IDN,"('Kec. Benda', None)","('Semarang', 'IDN')"
SHENG FENG NO28,"CHEN, TSUNG-HSIEN","No.102-1, Zhenhai Rd., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92842', None)","('Kaohsiung', None)"
MYOJIN MARU NO3,SUZUKO GYOGYO KABUSHIKI KAISHA,"6-1, KOGANE, ONAGAWA-CHO, OSHIKA-GUN,  MIYAGI, JAPAN",Tuna longliner,JPN,"('MIYAGI', 'JPN')","('Onagawa', 'JPN')"
TENRYUMARU,ISSUI,"140, KASHINOURA, OOAZA, OOTSUKICHOU, HATA-GUN, KOCHI-KEN, JAPAN",Pole and line vessel,JPN,"('KOCHI-KEN', 'JPN')","('Usuki', 'JPN')"
SERENA 1,SAJO VANUATU LTD,"International Building, No.5 Wharf Road, Port Vila, Vanuatu.",Tuna purse seiner,VUT,"('Port Vila', None)","('Port Vila', 'VUT')"
DE CHAN,"KUO, JUI CHANG","No.39, Aly. 80, Ln. 100, Sec. 1, Zhongzheng Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
PINGTAIRONGLENG2,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",Fish carrier,CHN,"('PUTUO DISTRICT', None)","('Zhoushan', 'CHN')"
ZHONG SHUI 702,"CNFC OVERSEAS FISHERIES CO., LTD","NO.31, Minfeng Lane,Xicheng District,Beijing,China",Tuna longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
FRIO HELLENIC,EXPLORER MARINE S.A.,"VIA ESPANA 122, DELTA TOWER, FLOOR 14, CITY OF PANAMA, REPUBLICOF PANAMA",Fish carrier,PAN,"('CITY OF PANAMA', None)","('Panama', 'PAN')"
RIO LANDRO,"PESCAMAVI ATLANTICO, S.L.","AVDA. BEIRAMAR, Nº 23, 1º, 36202 VIGO, ESP",Longliner,ESP,"('36202 VIGO', None)","('Vigo', 'ESP')"
AQUARIUS - IX,"CAHAYA KHARISMA PAPUA, PT.","Jl. Muara Baru Ujung MBC Blok B No.206, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kec. Penjaringan', None)","('Semarang', 'IDN')"
LU RONG YUAN YU 210,"RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village,Lidao Town,Rongcheng City,Weihai City,Shandong Province",Longliner,CHN,"('Weihai City', None)","('Shidao', 'CHN')"
LU RONG YUAN YU 209,"RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village,Lidao Town,Rongcheng City,Weihai City,Shandong Province",Longliner,CHN,"('Weihai City', None)","('Shidao', 'CHN')"
MATTEO T C,TRANS-PACIFIC JOURNEY FISHING CORP.,"1094-A North Bay Blvd., Navotas City",Tuna purse seiner,PHL,"('1094-A North Bay Blvd.', None)","('Manila', 'PHL')"
FB YANREYD 296,ATLANTIS FISHING DEVELOPMENT CORPORATION,"PUROK B10, BANISIL TAMBLER, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
SEA BLAZER,HABITAT INTERNATIONAL CORP.,"4/F, 30 QUTANGXIA ROAD, SHINAN DISTRICT QINGDAO, P.R. CHINA",Fish carrier,PAN,"('SHINAN DISTRICT QINGDAO', None)","('Panama', 'PAN')"
LB RASHELL DH-101,ATLANTIS FISHING DEVELOPMENT CORPORATION,"PUROK B10, BANISIL TAMBLER, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
GOEI MARU NO8,KABUSHIKI KAISHA GOEI MARU,"2666-1,MUROTSU,MUROTO-SHI,KOCHI,JAPAN",Tuna longliner,JPN,"('KOCHI', 'JPN')","('Muroto', 'JPN')"
CAPT SILVER,CAPT SILVER FISHERY LLC,"867 N NIMITZ HWY # A, HONOLULU, HI 96817, USA",Tuna longliner,USA,"('HI 96817', None)","('Honolulu', None)"
MISS SARAH,MISS SARAH LLC,"1443 HALOA DRIVE, HONOLULU, HI 96818, USA",Tuna longliner,USA,"('HI 96818', None)","('Honolulu', None)"
PRINCESS KAYLEE,KAYLEE FISHERY LLC,"1435 BERNICE ST, HONOLULU, HI 96817-2702, USA",Tuna longliner,USA,"('HI 96817-2702', None)","('Honolulu', None)"
PRINCESS KELLI,OCEAN SPRINGS LLC,"PO BOX 1483, AIEA, HI 96701-1483, USA",Tuna longliner,USA,"('HI 96701-1483', None)","('Honolulu', None)"
SEA GODDESS,"SEA GODDESS VESSEL, LLC","867 N NIMITZ HWY # A, HONOLULU, HI 96817, USA",Tuna longliner,USA,"('HI 96817', None)","('Honolulu', None)"
TRIPLE DRAGON,TRIPLE DRAGON LLC,"1423 VICTORIA ST, HONOLULU, HI 96822-3648, USA",Tuna longliner,USA,"('HI 96822-3648', None)","('Honolulu', None)"
CAPT JAYDEN,JAYDEN FISHERY LLC,"1133 NEHOA ST, HONOLULU, HI 96822-2551, USA",Tuna longliner,USA,"('HI 96822-2551', None)","('Honolulu', None)"
LADY ANNA,LADY ANNA CORPORATION,"811 N NIMITZ HWY # F1, HONOLULU, HI 96817, USA",Tuna longliner,USA,"('HI 96817', None)","('Los Angeles', None)"
LADY CINDY II,CINDY FISHERY LLC,"1612 LEILANI ST, HONOLULU, HI 96819-4218, USA",Tuna longliner,USA,"('HI 96819-4218', None)","('Honolulu', None)"
LADY OF THE SEA,NUONG NGUYEN FISHERY LLC,"94-1030 HOHOLA ST., WAIPAHU, HI 96797, USA",Tuna longliner,USA,"('HI 96797', None)","('Honolulu', None)"
MISS SADIE,MISS SADIE LLC,"1449 HALOA DR, HONOLULU, HI 96818-1945, USA",Tuna longliner,USA,"('HI 96818-1945', None)","('Honolulu', None)"
SKY MOON,LAM'S LONGLINE FISHERY LLC,"213 ONEAWA ST, KAILUA, HI 96734-2465, USA",Tuna longliner,USA,"('HI 96734-2465', None)","('Honolulu', None)"
THE SEEKER II,SEEKER FISHERIES INC,"1135 N NIMITZ HWY, HONOLULU, HI 96817-4522, USA",Tuna longliner,USA,"('HI 96817-4522', None)","('Barnegat Light', None)"
MAAN YIH FENG NO366,"MAAN YIH FENG FISHERY CO., LTD","2F., No.74, Chaolong Rd., Donggang Township, Pingtung County 928002, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928002', None)","('Kaohsiung', None)"
MAVIENNE,BLUECATCH CORPORATION,"PUROK ESLOME, MAASIM, SARANGANI PROVINCE",Tuna purse seiner,PHL,"('MAASIM', None)","('General Santos', 'PHL')"
KAMILAH,BLUECATCH CORPORATION,"PUROK ESLOME, MAASIM, SARANGANI PROVINCE, PHILIPPINES",Tuna purse seiner,PHL,"('SARANGANI PROVINCE', 'PHL')","('General Santos', 'PHL')"
TS 2021-A,TRINITY HOME INDUSTRIAL DEV'T. CORPORATION (THIDCOR),"Spring Valley Compound, Tambler, General Santos City",Fish carrier,PHL,"('Tambler', None)","('General Santos', 'PHL')"
MARIBO 62,Kiribati Blue Pacific Company Limited,"Betio wharf
Betio
Tarawa",Purse seiner,KIR,"(None, None)","('Betio', 'KIR')"
ZHONG SHUI 767,"CNFC OVERSEAS FISHERIES CO., LTD","31, MINFENG LANE, XIDAN, BEIJING, CHINA",Longliner,CHN,"('BEIJING', 'CHN')","('Yantai', 'CHN')"
ZHONG SHUI 701,"CNFC OVERSEAS FISHERIES CO., LTD","NO.31, Minfeng Lane,Xicheng District,Beijing,China",Tuna longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
JIN JINN YI NO168,"HSIAO, YIN-CHUN","No.91, Mingli Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
STARCKI CINCO,STARCKI VENTURE CORPORATIONS,"PUROK CABU, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('Manila', 'PHL')"
SOLOMON PEARL,National Fisheries Developments Ltd,P.O Box 717HoniaraSolomon Islands,Tuna purse seiner,SLB,"(None, None)","('Honiara', 'SLB')"
SOLOMON OPAL,National Fisheries Developments Ltd,"PO Box 717, Honiara, Solomon Islands",Tuna purse seiner,SLB,"('Honiara', 'SLB')","('Honiara', 'SLB')"
SOLOMON RUBY,National Fisheries Developments Ltd,"PO Box 717, Honiara, Solomon Islands",Tuna purse seiner,SLB,"('Honiara', 'SLB')","('Honiara', 'SLB')"
SOLOMON JADE,National Fisheries Developments Ltd,"PO Box 717, Honiara, Solomon Islands",Tuna purse seiner,SLB,"('Honiara', 'SLB')","('Honiara', 'SLB')"
SOLOMON EMERALD,National Fisheries Developments Ltd,"P.O Box 717, Honiara, Solomon Islands",Tuna purse seiner,SLB,"('Honiara', 'SLB')","('Honiara', 'SLB')"
SOUTHERN SEAS NO302,Southern Seas Logistics Ltd,"P.O Box 2211, Honiara, Solomon Islands",Tuna purse seiner,SLB,"('Honiara', 'SLB')","('Honiara', 'SLB')"
SOUTHERN SEAS NO303,Southern Seas Logistics Ltd,"P.O Box 2211, Honiara, Solomon Islands",Tuna purse seiner,SLB,"('Honiara', 'SLB')","('Honiara', 'SLB')"
TS 2012-D,TRINITY HOME INDUSTRIAL DEVELOPMENT CORPORATION,"Spring Valley Compound, Tambler, General Santos City, Philippines",Fish carrier,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
FONG CHUN NO166,"JIA CHUN FISHERIES CO., LTD","3F., No.3, Yugang E. 2nd Rd., Cianjhen Dist., Kaohsiung City 806617, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 806617', None)","('Kaohsiung', None)"
FONG CHUN NO66,"YING CHUN FISHERIES CO.,LTD.","3F., No.3, Yugang E. 2nd Rd., Cianjhen Dist., Kaohsiung City 806617, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 806617', None)","('Kaohsiung', None)"
CHUNG YIH,"HORNG, SIAN MING","No.282-7, Yanhai Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
JIN JINN YI NO368,"JIN JINN YI FISHERY CO., LTD","9F.-6, No.232, Chenggong 1st Rd., Lingya Dist., Kaohsiung City 802619, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 802619', None)","('Kaohsiung', None)"
LIAN SHENG NO369,"YONG SHENG FISHERY CO., LTD","No. 25, Ln. 690, Wufang Rd., Xinyuan Township, Pingtung County 932017 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 932017', None)","('Kaohsiung', None)"
LIAN JI FA NO212,"LIN, HAN-YU","No. 45, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929002', None)","('Kaohsiung', None)"
NO5 KYUNG YANG,"KYUNG YANG  FISHERIES CO.,LTD","Won Yang Plaza B/D (Rm. 507) 105, WONYANG-RO,SEO-GU,BUSAN,KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
FORTUN MELIMPAH 99,FUT HIUNG,"RUKAN SEDAYU SQUARE BLOK E7, KEL. CENGKARENG BARAT, KEC. CENGKARENG, KOTA JAKARTA BARAT, PROV. DKI JAKARTA",Purse seiner,IDN,"('KOTA JAKARTA BARAT', None)","('Semarang', 'IDN')"
FORTUN MELIMPAH 89,FUT HIUNG,"RUKAN SEDAYU SQUARE BLOK E7, KEL. CENGKARENG BARAT, KEC. CENGKARENG, KOTA JAKARTA BARAT, PROV. DKI JAKARTA",Purse seiner,IDN,"('KOTA JAKARTA BARAT', None)","('Semarang', 'IDN')"
XIN SHI JI 36,"ZHEJIANG NEW TIMES INTRNATIONAL FISHERIES CO.,LTD","Station10,Room502,No1-5,Shanghui Road,Ganlan,Dinghai District,Zhoushan,Zhejiang.",Longliner,CHN,"('Zhoushan', None)","('Zhoushan', 'CHN')"
PAPA RESTY,TRANS-PACIFIC JOURNEY FISHING CORP.,"1094-A North Bay Blvd., Navotas City",Tuna purse seiner,PHL,"('1094-A North Bay Blvd.', None)","('Manila', 'PHL')"
SHISHI,HONSYOU KATSUMI,"CHIBA-KEN, KATSUURA-SHI, MATSUBE, 1871-4",Tuna longliner,JPN,"('MATSUBE', None)","('Yokosuka', 'JPN')"
SHINYO MARU,TOKYO UNIVERSITY OF MARINE SCIENCE AND TECHNOLOGY,"4-5-7,KONAN,MINATO-KU,TOKYO,JAPAN",Fishery research vessel,JPN,"('TOKYO', 'JPN')","('Tokyo', 'JPN')"
QUEEN MARILOU 888,BLUECATCH CORPORATION,"Purok Eslome, Maasim, Sarangani Province, Philippines",Tuna purse seiner,PHL,"('Sarangani Province', 'PHL')","('General Santos', 'PHL')"
QUEEN ISABELLA 88,CityPro Management Limited,"P.O. BOX 1833 Kolonia, Pohnpei State FM 96941",Purse seiner,FSM,"('P.O. BOX 1833 Kolonia', None)","('Pohnpei', None)"
PACIFIC SPACE,GOLDEN CENTRE TRADING LIMITED (PACIFIC SPACE),"Level 18, China Building, 29 Queen´s Road Central, Central Hong Kong.",Unknown abbreviation,PAN,"('29 Queen´s Road Central', None)","('Panama', 'PAN')"
TAIHO MARU,PRINCESS LINE S.A.,"HAYAMA SHIPPING LTD. SHINBASHIMORI BLDG 5-19-2 SHINBASHI,MINATO-KU, TOKYO 105-0004 JAPAN",Fish carrier,PAN,"('MINATO-KU', None)","('Panama', 'PAN')"
DANA SARI,"STARINDO JAYA MAJU, PT.","Muara Baru Center Gedung B No. 118-119, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Purse seiner,IDN,"('Kec. Penjaringan', None)","('Semarang', 'IDN')"
RYOAN MARU NO85,SATO GYOGYO KABUSHIKI KAISHA,"2-5-40,SHINHAMACHO,SHIOGAMA-SHI,MIYAGI-KEN,JAPAN",Tuna longliner,JPN,"('MIYAGI-KEN', 'JPN')","('Shiogama', 'JPN')"
LB MIA 03,TRINITY HOME INDUSTRIAL DEVELOPMENT CORPORATION,"SPRINGVALLEY COMPOUND, TAMBLER, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('TAMBLER', None)","('General Santos', 'PHL')"
LORNA-10,RLGFI CORPORATION,"Banisil, Tambler, General Santos City",Purse seiner,PHL,"('Tambler', None)","('General Santos', 'PHL')"
CHING CHENG FU NO66,CHEN YING PING,"No.396, Xingdong Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
YI RONG NO16,"LI, CHIH-HSIN","No.151 , Yanping Rd. Donggang Township, Pingtung County 928002 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928002', None)","('Kaohsiung', None)"
SHUN RONG NO88,"SHUN SIN FISHERY CO., LTD","1F., No. 10, Ln. 38, Mingli Rd., Donggang Township, Pingtung County 928004 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928004', None)","('Kaohsiung', None)"
F/B TS 2004,Trinity Home Industrial Development Corporation,"Spring Valley Compound, Tambler, General Santos City, Philippines",Purse seiner,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
TIARA 108,TIARA MARINE S.A.,"NO. 15, FISH HARBOUR SOUTH 1ST ROAD, CHIEN-CHEN DIST., KAOHSIUNG , TAIWAN, R.O.C.",Fish carrier,PAN,"('TAIWAN', None)","('Panama', 'PAN')"
HAOYANG88,"Weihai Hanyang Ocean Fisheries Co., Ltd","Room 301, 3rd Floor, No.47-22 Daqing Road, Weihai Economic and Technological Development Zone, Shandong Province",Purse seiner,CHN,"('Weihai Economic and Technological Development Zone', None)","('Shidao', 'CHN')"
HAOYANG77,"Weihai Hanyang Ocean Fisheries Co., Ltd","Room 301, 3rd Floor, No.47-22 Daqing Road, Weihai Economic and Technological Development Zone, Shandong Province",Purse seiner,CHN,"('Weihai Economic and Technological Development Zone', None)","('Shidao', 'CHN')"
YANREYD-291,ATLANTIS FISHING DEVELOPMENT CORPORATION,"PORUK B10 , BANISIL TAMBLER
GENERAL SANTOS CITY",Fish carrier,PHL,"('PORUK B10', None)","('General Santos', 'PHL')"
LB RASHELL DH-102,ATLANTIS FISHING DEVELOPMENT CORPORATION,"PORUK B10 , BANISIL TAMBLER
GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('PORUK B10', None)","('General Santos', 'PHL')"
TRINITY S-850,TRINITY HOME INDUSTRIAL DEVELOPMENT CORPORATION,"SPRING VALLEY COMPOUND, TAMBLER, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
CHOKYU MARU NO87,"CHOKYU SUISAN CO.,LTD","333-11,MIKIURA-CHO, OWASE-SHI, MIE-KEN, JAPAN",Tuna longliner,JPN,"('MIE-KEN', 'JPN')","('Owase', 'JPN')"
PINGTAIRONG687,"ZHOUSHAN RONGYOURONG OCEAN FISHERY CO.,LTD.","FLOOR 11TH,WEST ROOM NO.1,PUTUO OCEAN & FISHERIES BUILDING,9 WEST DONGHAI ROAD,SHENJIAMEN STREET,PUTUO DISTRICT,ZHOUSHAN CITY,CHINA(ZHEJIANG) PILOT FREE TRADE ZONE",Tuna longliner,CHN,"('ZHOUSHAN CITY', None)","('Zhoushan', 'CHN')"
PINGTAIRONG678,"ZHOUSHAN RONGYOURONG OCEAN FISHERY CO.,LTD.","FLOOR 11TH,WEST ROOM NO.1,PUTUO OCEAN & FISHERIES BUILDING,9 WEST DONGHAI ROAD,SHENJIAMEN STREET,PUTUO DISTRICT,ZHOUSHAN CITY,CHINA(ZHEJIANG) PILOT FREE TRADE ZONE",Tuna longliner,CHN,"('ZHOUSHAN CITY', None)","('Zhoushan', 'CHN')"
PINGTAIRONG327,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",Longliner,CHN,"('PUTUO DISTRICT', None)","('Zhoushan', 'CHN')"
PINGTAIRONG319,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",Longliner,CHN,"('PUTUO DISTRICT', None)","('Zhoushan', 'CHN')"
PINGTAIRONG60,"ZHOUSHAN RONGYOURONG OCEAN FISHERY CO.,LTD.","FLOOR 11TH,WEST ROOM NO.1,PUTUO OCEAN & FISHERIES BUILDING,9 WEST DONGHAI ROAD,SHENJIAMEN STREET,PUTUO DISTRICT,ZHOUSHAN CITY,CHINA(ZHEJIANG) PILOT FREE TRADE ZONE",Longliner,CHN,"('ZHOUSHAN CITY', None)","('Zhoushan', 'CHN')"
SHOFUKU MARU NO1,KABUSHIKI KAISHA USUFUKU HONTEN,"2-4-11,SAKANA-MACHI, KESENNUMA-SHI, MIYAGI, JAPAN",Tuna longliner,JPN,"('MIYAGI', 'JPN')","('Kesennuma', 'JPN')"
ZHONG SHUI 738,"CNFC Overseas Fisheries Co., Ltd.","NO.31, MinfengLane, Xi Dan, Beijing, China",Longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
ZHONG SHUI 757,"CNFC OVERSEAS FISHERIES CO., LTD","31, MINFENG LANE, XIDAN, BEIJING, CHINA",Longliner,CHN,"('BEIJING', 'CHN')","('Yantai', 'CHN')"
SHOSHIN MARU NO81,"MARUKICHI　CO., LTD",17-17-8 KONAKANO HACHINOHE AOMORI JAPAN,Tuna longliner,JPN,"(None, None)","('Hachinohe', 'JPN')"
RONGYE113,"ZHOUSHAN RONGYOURONG OCEAN FISHERY CO.,LTD.","FLOOR 11TH,WEST ROOM NO.1,PUTUO OCEAN & FISHERIES BUILDING,9 WEST DONGHAI ROAD,SHENJIAMEN STREET,PUTUO DISTRICT,ZHOUSHAN CITY,CHINA(ZHEJIANG) PILOT FREE TRADE ZONE",Longliner,CHN,"('ZHOUSHAN CITY', None)","('Zhoushan', 'CHN')"
HANARA,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",Tuna purse seiner,KOR,"('SEOUL', None)","('Busan', None)"
MARIBO 61,Kiribati Blue Pacific Company Limited,"Betio wharf,
Betio,
Tarawa,
Republic of Kiribati",Purse seiner,KIR,"('Tarawa', None)","('Betio', 'KIR')"
GAVRIIL BRENT-8,"CABALLERO, DEXTER C.","GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
SHUN ZE LENG 7,TCT MARINE SURVEYOR & CLAIM COMPANY LIMITED,"VISTRA CORPORATE SERVICES CENTRE, WICKHAMS CAY II, ROAD TOWN, TORTOLA, VG1110, BRITISH VIRGIN ISLANDS.",Fish carrier,PAN,"('VG1110', None)","('Panama', 'PAN')"
VICTOR 90,FRABELLE FISHING CORPORATION,"SITIO CABU, BARANGAY BAWING, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('BARANGAY BAWING', None)","('General Santos', 'PHL')"
VICTOR 9,FFC SUBIC SEAFOODS CORPORATION,"3/F, Room 309-A Sancheon Bldg. Greenwoods Park Central Business District Area, Rizal Highway, Subic Bay Freeport Zone",Unknown abbreviation,PHL,"('Rizal Highway', None)","('Manila', 'PHL')"
VICTOR 12,FFC SUBIC SEAFOODS CORPORATION,"3/F, Room 309-A Sancheon Bldg. Greenwoods Park Central Business District Area, Rizal Highway, Subic Bay Freeport Zone",Unknown abbreviation,PHL,"('Rizal Highway', None)","('Manila', 'PHL')"
VICTOR 18,FFC SUBIC SEAFOODS CORPORATION,"3/F, Room 309-A Sancheon Bldg. Greenwoods Park Central Business District Area, Rizal Highway, Subic Bay Freeport Zone",Unknown abbreviation,PHL,"('Rizal Highway', None)","('Manila', 'PHL')"
JIANN SHENG WANG NO3,HUNG CHEN SU BI,"4F., No.29-1, Tianlun St., Qianzhen Dist., Kaohsiung City 80666, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80666', None)","('Kaohsiung', None)"
